Reference,Reference: DOI,Assay,Section,Infection (CP),Months,Host,Control,Control: NT50 Cmp,Control: NT50 GeoMean,Control: NT50 GSD,Variant,Variant: Pos,Variant: Mutations,# Results,Potency: NT50 Cmp,Potency: NT50 GeoMean,Potency: NT50 GSD,Fold Reduction: Cmp,Fold Reduction: Median
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,293.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,222.0,1.0,=,1.3
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,327.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,88.0,1.0,=,3.7
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,318.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,129.0,1.0,=,2.5
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,718.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,98.0,1.0,=,7.3
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,773.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,194.0,1.0,=,4.0
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,7834.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,5039.0,1.0,=,1.6
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,430.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,106.0,1.0,=,4.1
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,349.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,117.0,1.0,=,3.0
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,1762.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,501.0,1.0,=,3.5
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,834.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,199.0,1.0,=,4.2
Uriu21,10.1056/NEJMc2114706,Pseudovirus (HIV),Table S6,Wild Type,1m,Human,Wild Type (B.1),=,2579.0,1.0,Delta,19,T19R + G142D + Δ156-157 + R158G + L452R + T478K + P681R + D950N,1,=,503.0,1.0,=,5.1
